Country,Education Level,Years of Experience,Employment,Salary,Continent
Germany,Master’s degree,4.0,Self-employed/Freelancer,64860.0,Europe
Sweden,Post grad,15.0,Full-time Employment,122731.0,Europe
Germany,Master’s degree,6.0,Full-time Employment,75669.0,Europe
France,Master’s degree,8.0,Self-employed/Freelancer,23352.0,Europe
Ireland,Bachelor’s degree,5.0,Self-employed/Freelancer,50000.0,Europe
Switzerland,Master’s degree,13.0,Part-time Employment,106731.0,Europe
Switzerland,Master’s degree,1.0,Full-time Employment,116896.0,Europe
Belgium,Bachelor’s degree,4.0,Full-time Employment,32424.0,Europe
France,Less than a Bachelors,9.0,Self-employed/Freelancer,129718.0,Europe
Germany,Post grad,8.0,Full-time Employment,91883.0,Europe
Netherlands,Bachelor’s degree,5.0,Full-time Employment,40212.0,Europe
Italy,Less than a Bachelors,14.0,Full-time Employment,54049.0,Europe
Ireland,Post grad,8.0,Full-time Employment,35672.0,Europe
Italy,Less than a Bachelors,20.0,Full-time Employment,41077.0,Europe
Poland,Master’s degree,27.0,Full-time Employment,60744.0,Europe
Slovakia,Master’s degree,3.0,Full-time Employment,33204.0,Europe
Italy,Post grad,4.0,Full-time Employment,33732.0,Europe
Sweden,Master’s degree,1.0,Full-time Employment,44184.0,Europe
Poland,Less than a Bachelors,5.0,Full-time Employment,30372.0,Europe
Sweden,Master’s degree,1.0,Full-time Employment,46632.0,Europe
Norway,Master’s degree,16.0,Full-time Employment,86316.0,Europe
Netherlands,Less than a Bachelors,36.0,Self-employed/Freelancer,75669.0,Europe
Estonia,Less than a Bachelors,2.0,Full-time Employment,25944.0,Europe
Austria,Less than a Bachelors,4.0,Full-time Employment,38916.0,Europe
Netherlands,Master’s degree,10.0,Full-time Employment,70264.0,Europe
Germany,Bachelor’s degree,2.0,Full-time Employment,43239.0,Europe
Finland,Bachelor’s degree,6.0,Part-time Employment,54480.0,Europe
Croatia,Master’s degree,3.0,Full-time Employment,29604.0,Europe
Ireland,Bachelor’s degree,4.0,Full-time Employment,50806.0,Europe
Greece,Bachelor’s degree,4.0,Full-time Employment,19452.0,Europe
Poland,Bachelor’s degree,1.0,Full-time Employment,12144.0,Europe
Germany,Bachelor’s degree,2.0,Part-time Employment,15564.0,Europe
Sweden,Bachelor’s degree,7.0,Full-time Employment,46024.0,Europe
Germany,Bachelor’s degree,12.0,Full-time Employment,92964.0,Europe
Bulgaria,Less than a Bachelors,10.0,Full-time Employment,39780.0,Europe
Romania,Master’s degree,5.0,Full-time Employment,29856.0,Europe
Croatia,Master’s degree,2.0,Full-time Employment,34836.0,Europe
Sweden,Less than a Bachelors,13.0,Full-time Employment,47256.0,Europe
Finland,Less than a Bachelors,13.0,Full-time Employment,60972.0,Europe
Germany,Bachelor’s degree,2.0,Full-time Employment,60972.0,Europe
Germany,Less than a Bachelors,6.0,Full-time Employment,48648.0,Europe
Germany,Master’s degree,1.0,Full-time Employment,54049.0,Europe
Spain,Master’s degree,9.0,Full-time Employment,75669.0,Europe
Netherlands,Master’s degree,10.0,Full-time Employment,81074.0,Europe
Greece,Master’s degree,3.0,Full-time Employment,31024.0,Europe
Germany,Less than a Bachelors,2.0,Part-time Employment,31600.0,Europe
Germany,Post grad,0.5,Full-time Employment,76020.0,Europe
Germany,Less than a Bachelors,10.0,Self-employed/Freelancer,64859.0,Europe
Germany,Less than a Bachelors,12.0,Full-time Employment,43239.0,Europe
Sweden,Master’s degree,2.0,Part-time Employment,33756.0,Europe
Germany,Master’s degree,6.0,Self-employed/Freelancer,196750.0,Europe
Portugal,Bachelor’s degree,30.0,Part-time Employment,60535.0,Europe
Germany,Master’s degree,12.0,Part-time Employment,29832.0,Europe
Austria,Less than a Bachelors,4.0,Full-time Employment,38916.0,Europe
Switzerland,Post grad,2.0,Full-time Employment,106731.0,Europe
Netherlands,Less than a Bachelors,10.0,Full-time Employment,42804.0,Europe
France,Master’s degree,5.0,Self-employed/Freelancer,64860.0,Europe
Denmark,Bachelor’s degree,2.0,Full-time Employment,80424.0,Europe
Netherlands,Less than a Bachelors,7.0,Full-time Employment,45396.0,Europe
Germany,Bachelor’s degree,8.0,Full-time Employment,64859.0,Europe
Greece,Less than a Bachelors,4.0,Full-time Employment,10380.0,Europe
Germany,Less than a Bachelors,4.0,Full-time Employment,43239.0,Europe
Germany,Post grad,12.0,Full-time Employment,81074.0,Europe
Belgium,Master’s degree,38.0,Self-employed/Freelancer,129720.0,Europe
Austria,Master’s degree,20.0,Full-time Employment,75669.0,Europe
Austria,Less than a Bachelors,14.0,Self-employed/Freelancer,54000.0,Europe
Romania,Bachelor’s degree,3.0,Part-time Employment,12216.0,Europe
Netherlands,Post grad,17.0,Full-time Employment,54049.0,Europe
Poland,Master’s degree,4.0,Part-time Employment,19740.0,Europe
Poland,Bachelor’s degree,4.0,Full-time Employment,43440.0,Europe
Greece,Bachelor’s degree,3.0,Full-time Employment,26484.0,Europe
Belarus,Master’s degree,13.0,Full-time Employment,14400.0,Europe
Germany,Bachelor’s degree,7.0,Full-time Employment,48644.0,Europe
Netherlands,Less than a Bachelors,7.0,Full-time Employment,129718.0,Europe
Germany,Bachelor’s degree,20.0,Full-time Employment,88640.0,Europe
Greece,Master’s degree,4.0,Full-time Employment,22592.0,Europe
Denmark,Less than a Bachelors,5.0,Full-time Employment,78156.0,Europe
Slovakia,Master’s degree,26.0,Full-time Employment,32424.0,Europe
France,Master’s degree,10.0,Full-time Employment,55130.0,Europe
Sweden,Master’s degree,7.0,Full-time Employment,67500.0,Europe
Portugal,Master’s degree,5.0,Full-time Employment,45396.0,Europe
Netherlands,Master’s degree,2.0,Full-time Employment,46704.0,Europe
Spain,Master’s degree,5.0,Full-time Employment,47563.0,Europe
Italy,Master’s degree,5.0,Full-time Employment,27025.0,Europe
Spain,Master’s degree,14.0,Full-time Employment,192415.0,Europe
Germany,Master’s degree,4.0,Full-time Employment,62697.0,Europe
Sweden,Post grad,2.0,Full-time Employment,46020.0,Europe
Netherlands,Master’s degree,3.0,Full-time Employment,48000.0,Europe
Portugal,Master’s degree,5.0,Part-time Employment,31428.0,Europe
Spain,Less than a Bachelors,2.0,Full-time Employment,51887.0,Europe
Germany,Post grad,15.0,Full-time Employment,81074.0,Europe
Denmark,Master’s degree,3.0,Full-time Employment,75204.0,Europe
Ireland,Post grad,9.0,Full-time Employment,97288.0,Europe
Poland,Bachelor’s degree,7.0,Self-employed/Freelancer,36756.0,Europe
Austria,Bachelor’s degree,7.0,Full-time Employment,54481.0,Europe
Germany,Master’s degree,2.0,Full-time Employment,82860.0,Europe
Greece,Less than a Bachelors,21.0,Part-time Employment,10380.0,Europe
France,Master’s degree,6.0,Full-time Employment,97288.0,Europe
France,Master’s degree,4.0,Full-time Employment,29616.0,Europe
Germany,Bachelor’s degree,8.0,Self-employed/Freelancer,118908.0,Europe
Netherlands,Master’s degree,3.0,Full-time Employment,49296.0,Europe
Netherlands,Bachelor’s degree,3.0,Full-time Employment,48648.0,Europe
Denmark,Master’s degree,16.0,Full-time Employment,79896.0,Europe
Italy,Less than a Bachelors,1.0,Full-time Employment,14268.0,Europe
Germany,Bachelor’s degree,8.0,Full-time Employment,36324.0,Europe
France,Post grad,7.0,Full-time Employment,70264.0,Europe
Portugal,Bachelor’s degree,12.0,Full-time Employment,23352.0,Europe
Romania,Less than a Bachelors,2.0,Full-time Employment,16284.0,Europe
Slovakia,Less than a Bachelors,9.0,Self-employed/Freelancer,51888.0,Europe
Poland,Less than a Bachelors,5.0,Full-time Employment,30372.0,Europe
Germany,Less than a Bachelors,11.0,Full-time Employment,57292.0,Europe
Spain,Bachelor’s degree,2.0,Full-time Employment,12972.0,Europe
France,Master’s degree,4.0,Full-time Employment,46482.0,Europe
Sweden,Less than a Bachelors,4.0,Full-time Employment,44796.0,Europe
Netherlands,Less than a Bachelors,35.0,Full-time Employment,45396.0,Europe
Germany,Master’s degree,15.0,Full-time Employment,131880.0,Europe
Sweden,Bachelor’s degree,22.0,Full-time Employment,92052.0,Europe
Denmark,Master’s degree,1.0,Full-time Employment,80112.0,Europe
Netherlands,Bachelor’s degree,3.0,Full-time Employment,81074.0,Europe
Lithuania,Less than a Bachelors,0.5,Full-time Employment,233496.0,Europe
Germany,Master’s degree,20.0,Full-time Employment,75669.0,Europe
France,Master’s degree,4.0,Full-time Employment,85128.0,Europe
Austria,Less than a Bachelors,5.0,Self-employed/Freelancer,25944.0,Europe
Denmark,Master’s degree,13.0,Full-time Employment,97260.0,Europe
Serbia,Bachelor’s degree,18.0,Full-time Employment,64860.0,Europe
Germany,Post grad,7.0,Full-time Employment,108098.0,Europe
Belgium,Less than a Bachelors,11.0,Full-time Employment,57072.0,Europe
France,Post grad,25.0,Full-time Employment,32424.0,Europe
Switzerland,Master’s degree,2.0,Full-time Employment,100632.0,Europe
Ukraine,Master’s degree,12.0,Full-time Employment,132000.0,Europe
Denmark,Less than a Bachelors,42.0,Full-time Employment,115784.0,Europe
Austria,Less than a Bachelors,1.0,Full-time Employment,32424.0,Europe
Germany,Master’s degree,5.0,Part-time Employment,12972.0,Europe
Germany,Bachelor’s degree,15.0,Full-time Employment,70264.0,Europe
Switzerland,Less than a Bachelors,22.0,Self-employed/Freelancer,216200.0,Europe
Italy,Less than a Bachelors,10.0,Full-time Employment,60535.0,Europe
Spain,Bachelor’s degree,11.0,Full-time Employment,57292.0,Europe
France,Master’s degree,10.0,Full-time Employment,31128.0,Europe
Italy,Less than a Bachelors,13.0,Full-time Employment,127556.0,Europe
Italy,Master’s degree,15.0,Full-time Employment,52968.0,Europe
Poland,Bachelor’s degree,2.0,Full-time Employment,30372.0,Europe
Norway,Master’s degree,7.0,Full-time Employment,100343.0,Europe
Austria,Bachelor’s degree,9.0,Full-time Employment,68102.0,Europe
Germany,Less than a Bachelors,5.0,Self-employed/Freelancer,86478.0,Europe
Germany,Post grad,15.0,Full-time Employment,41508.0,Europe
Denmark,Bachelor’s degree,2.0,Full-time Employment,69468.0,Europe
Austria,Bachelor’s degree,14.0,Full-time Employment,51888.0,Europe
Slovakia,Less than a Bachelors,2.0,Self-employed/Freelancer,32450.0,Europe
Spain,Bachelor’s degree,14.0,Full-time Employment,39996.0,Europe
Poland,Master’s degree,10.0,Self-employed/Freelancer,51636.0,Europe
Denmark,Bachelor’s degree,11.0,Full-time Employment,124176.0,Europe
Germany,Master’s degree,2.0,Full-time Employment,33732.0,Europe
Belgium,Bachelor’s degree,20.0,Full-time Employment,64860.0,Europe
Sweden,Bachelor’s degree,3.0,Full-time Employment,51552.0,Europe
Netherlands,Master’s degree,2.0,Full-time Employment,97288.0,Europe
Andorra,Bachelor’s degree,8.0,Self-employed/Freelancer,112422.0,Europe
Norway,Less than a Bachelors,2.0,Full-time Employment,67435.0,Europe
Belgium,Master’s degree,23.0,Full-time Employment,77832.0,Europe
Austria,Master’s degree,6.0,Full-time Employment,62697.0,Europe
Germany,Less than a Bachelors,3.0,Full-time Employment,48644.0,Europe
Netherlands,Post grad,3.0,Full-time Employment,54049.0,Europe
Ukraine,Bachelor’s degree,7.0,Self-employed/Freelancer,53832.0,Europe
Italy,Post grad,14.0,Full-time Employment,32424.0,Europe
Switzerland,Bachelor’s degree,2.0,Full-time Employment,48792.0,Europe
Germany,Post grad,8.0,Full-time Employment,75669.0,Europe
Greece,Less than a Bachelors,11.0,Self-employed/Freelancer,15564.0,Europe
Germany,Master’s degree,0.5,Full-time Employment,46698.0,Europe
Poland,Master’s degree,13.0,Full-time Employment,57708.0,Europe
Sweden,Bachelor’s degree,3.0,Full-time Employment,67500.0,Europe
France,Master’s degree,0.5,Full-time Employment,16212.0,Europe
Switzerland,Bachelor’s degree,14.0,Full-time Employment,116896.0,Europe
France,Master’s degree,2.0,Full-time Employment,28536.0,Europe
France,Master’s degree,5.0,Full-time Employment,51887.0,Europe
Germany,Master’s degree,15.0,Full-time Employment,45396.0,Europe
Finland,Master’s degree,10.0,Full-time Employment,90804.0,Europe
Romania,Bachelor’s degree,2.0,Full-time Employment,21708.0,Europe
Greece,Master’s degree,7.0,Full-time Employment,131880.0,Europe
Poland,Less than a Bachelors,11.0,Full-time Employment,24300.0,Europe
Finland,Master’s degree,8.0,Full-time Employment,60972.0,Europe
Poland,Master’s degree,3.0,Full-time Employment,24300.0,Europe
Belgium,Post grad,15.0,Self-employed/Freelancer,64860.0,Europe
Finland,Master’s degree,13.0,Full-time Employment,90804.0,Europe
Romania,Less than a Bachelors,1.0,Full-time Employment,16284.0,Europe
Croatia,Master’s degree,3.0,Full-time Employment,15672.0,Europe
Finland,Less than a Bachelors,13.0,Full-time Employment,86478.0,Europe
Italy,Master’s degree,0.5,Full-time Employment,14916.0,Europe
France,Master’s degree,4.0,Full-time Employment,35672.0,Europe
Netherlands,Master’s degree,23.0,Full-time Employment,75669.0,Europe
Switzerland,Less than a Bachelors,1.0,Full-time Employment,13416.0,Europe
Netherlands,Master’s degree,8.0,Part-time Employment,58619.0,Europe
Hungary,Bachelor’s degree,9.0,Full-time Employment,25657.0,Europe
Italy,Bachelor’s degree,10.0,Full-time Employment,41077.0,Europe
Germany,Master’s degree,0.5,Full-time Employment,64859.0,Europe
France,Master’s degree,2.0,Full-time Employment,45401.0,Europe
Italy,Bachelor’s degree,1.0,Full-time Employment,28800.0,Europe
Germany,Post grad,5.0,Full-time Employment,64859.0,Europe
Switzerland,Less than a Bachelors,14.0,Part-time Employment,101244.0,Europe
Germany,Master’s degree,10.0,Part-time Employment,41508.0,Europe
Germany,Post grad,21.0,Self-employed/Freelancer,194600.0,Europe
Germany,Bachelor’s degree,4.0,Full-time Employment,45396.0,Europe
France,Master’s degree,1.0,Full-time Employment,42158.0,Europe
Poland,Master’s degree,12.0,Full-time Employment,62880.0,Europe
Germany,Master’s degree,16.0,Full-time Employment,73507.0,Europe
France,Master’s degree,16.0,Full-time Employment,137226.0,Europe
France,Post grad,6.0,Full-time Employment,38916.0,Europe
Finland,Master’s degree,2.0,Full-time Employment,33732.0,Europe
Germany,Master’s degree,4.0,Full-time Employment,54049.0,Europe
Hungary,Less than a Bachelors,8.0,Full-time Employment,25788.0,Europe
Germany,Bachelor’s degree,4.0,Full-time Employment,64859.0,Europe
Finland,Bachelor’s degree,2.0,Full-time Employment,30372.0,Europe
Bosnia and Herzegovina,Master’s degree,8.0,Full-time Employment,32484.0,Europe
Germany,Less than a Bachelors,7.0,Full-time Employment,70264.0,Europe
Italy,Less than a Bachelors,5.0,Self-employed/Freelancer,75669.0,Europe
Poland,Less than a Bachelors,10.0,Full-time Employment,21264.0,Europe
Denmark,Master’s degree,6.0,Full-time Employment,104148.0,Europe
Netherlands,Less than a Bachelors,16.0,Full-time Employment,116746.0,Europe
Switzerland,Master’s degree,6.0,Full-time Employment,93517.0,Europe
Germany,Post grad,3.0,Part-time Employment,67452.0,Europe
Croatia,Bachelor’s degree,6.0,Full-time Employment,24648.0,Europe
Spain,Master’s degree,10.0,Full-time Employment,42158.0,Europe
Switzerland,Master’s degree,0.5,Full-time Employment,39036.0,Europe
Germany,Bachelor’s degree,16.0,Full-time Employment,88640.0,Europe
Germany,Bachelor’s degree,18.0,Full-time Employment,140527.0,Europe
Italy,Less than a Bachelors,10.0,Full-time Employment,51887.0,Europe
Poland,Bachelor’s degree,1.0,Full-time Employment,20052.0,Europe
Netherlands,Bachelor’s degree,12.0,Full-time Employment,97288.0,Europe
Norway,Less than a Bachelors,14.0,Full-time Employment,53948.0,Europe
Austria,Less than a Bachelors,0.5,Full-time Employment,18156.0,Europe
Switzerland,Bachelor’s degree,3.0,Full-time Employment,100632.0,Europe
Germany,Less than a Bachelors,6.0,Full-time Employment,54480.0,Europe
Sweden,Master’s degree,5.0,Full-time Employment,53184.0,Europe
Norway,Bachelor’s degree,13.0,Full-time Employment,84914.0,Europe
Germany,Master’s degree,6.0,Full-time Employment,59454.0,Europe
Belgium,Master’s degree,2.0,Full-time Employment,43452.0,Europe
Germany,Master’s degree,7.0,Full-time Employment,61616.0,Europe
Sweden,Master’s degree,4.0,Full-time Employment,72408.0,Europe
Switzerland,Master’s degree,10.0,Full-time Employment,127061.0,Europe
Bulgaria,Less than a Bachelors,0.5,Full-time Employment,13260.0,Europe
Austria,Bachelor’s degree,9.0,Full-time Employment,48644.0,Europe
Netherlands,Bachelor’s degree,30.0,Self-employed/Freelancer,43239.0,Europe
Denmark,Master’s degree,10.0,Full-time Employment,100153.0,Europe
Ireland,Bachelor’s degree,9.0,Full-time Employment,97288.0,Europe
Finland,Less than a Bachelors,7.0,Full-time Employment,66156.0,Europe
Germany,Master’s degree,1.0,Full-time Employment,56211.0,Europe
Portugal,Bachelor’s degree,10.0,Self-employed/Freelancer,148650.0,Europe
Spain,Less than a Bachelors,5.0,Full-time Employment,34591.0,Europe
Denmark,Less than a Bachelors,8.0,Full-time Employment,81628.0,Europe
Poland,Master’s degree,9.0,Full-time Employment,72900.0,Europe
Germany,Master’s degree,15.0,Full-time Employment,58368.0,Europe
Spain,Bachelor’s degree,2.0,Full-time Employment,17508.0,Europe
Poland,Post grad,1.0,Full-time Employment,36444.0,Europe
Germany,Bachelor’s degree,6.0,Full-time Employment,61620.0,Europe
Netherlands,Master’s degree,22.0,Full-time Employment,43239.0,Europe
Netherlands,Bachelor’s degree,10.0,Full-time Employment,64859.0,Europe
France,Bachelor’s degree,24.0,Self-employed/Freelancer,108100.0,Europe
Croatia,Bachelor’s degree,27.0,Full-time Employment,26124.0,Europe
Germany,Bachelor’s degree,3.0,Full-time Employment,47352.0,Europe
Germany,Bachelor’s degree,2.0,Full-time Employment,44320.0,Europe
Germany,Less than a Bachelors,28.0,Full-time Employment,75669.0,Europe
Ukraine,Bachelor’s degree,6.0,Full-time Employment,58728.0,Europe
Germany,Master’s degree,10.0,Full-time Employment,49296.0,Europe
Germany,Bachelor’s degree,7.0,Full-time Employment,59454.0,Europe
Switzerland,Bachelor’s degree,17.0,Full-time Employment,146376.0,Europe
Finland,Bachelor’s degree,7.0,Full-time Employment,54049.0,Europe
Denmark,Bachelor’s degree,25.0,Full-time Employment,104208.0,Europe
Bosnia and Herzegovina,Bachelor’s degree,5.0,Full-time Employment,24504.0,Europe
Germany,Less than a Bachelors,11.0,Self-employed/Freelancer,21620.0,Europe
France,Master’s degree,4.0,Full-time Employment,42720.0,Europe
Norway,Bachelor’s degree,35.0,Full-time Employment,70456.0,Europe
Germany,Master’s degree,23.0,Full-time Employment,90802.0,Europe
Hungary,Less than a Bachelors,5.0,Full-time Employment,34632.0,Europe
Germany,Master’s degree,3.0,Full-time Employment,35028.0,Europe
Finland,Bachelor’s degree,13.0,Full-time Employment,64859.0,Europe
Austria,Master’s degree,14.0,Part-time Employment,38325.0,Europe
Greece,Bachelor’s degree,8.0,Full-time Employment,12060.0,Europe
Germany,Master’s degree,3.0,Full-time Employment,59454.0,Europe
Portugal,Post grad,4.0,Full-time Employment,58368.0,Europe
Switzerland,Bachelor’s degree,2.0,Full-time Employment,85380.0,Europe
Belgium,Master’s degree,6.0,Full-time Employment,44100.0,Europe
Denmark,Less than a Bachelors,5.0,Full-time Employment,78156.0,Europe
Norway,Master’s degree,20.0,Full-time Employment,86316.0,Europe
Netherlands,Master’s degree,4.0,Full-time Employment,75669.0,Europe
Romania,Bachelor’s degree,2.0,Full-time Employment,27552.0,Europe
Sweden,Bachelor’s degree,11.0,Self-employed/Freelancer,55224.0,Europe
Germany,Master’s degree,13.0,Full-time Employment,64859.0,Europe
Germany,Less than a Bachelors,20.0,Self-employed/Freelancer,103776.0,Europe
France,Master’s degree,5.0,Full-time Employment,44100.0,Europe
Germany,Master’s degree,35.0,Full-time Employment,108098.0,Europe
Netherlands,Master’s degree,20.0,Full-time Employment,86478.0,Europe
Germany,Bachelor’s degree,0.5,Full-time Employment,14760.0,Europe
France,Master’s degree,5.0,Full-time Employment,38916.0,Europe
Poland,Bachelor’s degree,2.0,Self-employed/Freelancer,81720.0,Europe
Germany,Less than a Bachelors,20.0,Full-time Employment,86484.0,Europe
Ukraine,Bachelor’s degree,10.0,Full-time Employment,32424.0,Europe
France,Post grad,19.0,Full-time Employment,43239.0,Europe
Poland,Master’s degree,2.0,Full-time Employment,28860.0,Europe
Germany,Master’s degree,8.0,Self-employed/Freelancer,129718.0,Europe
Germany,Less than a Bachelors,17.0,Self-employed/Freelancer,97288.0,Europe
Austria,Master’s degree,1.0,Full-time Employment,38915.0,Europe
Spain,Master’s degree,18.0,Full-time Employment,70264.0,Europe
Austria,Less than a Bachelors,25.0,Part-time Employment,38916.0,Europe
Romania,Bachelor’s degree,5.0,Full-time Employment,54276.0,Europe
France,Master’s degree,7.0,Full-time Employment,38915.0,Europe
Netherlands,Bachelor’s degree,7.0,Full-time Employment,102693.0,Europe
France,Master’s degree,2.0,Self-employed/Freelancer,51888.0,Europe
Germany,Less than a Bachelors,11.0,Full-time Employment,57072.0,Europe
Hungary,Less than a Bachelors,19.0,Full-time Employment,38484.0,Europe
Ireland,Master’s degree,2.0,Full-time Employment,35672.0,Europe
Poland,Less than a Bachelors,15.0,Full-time Employment,48600.0,Europe
Germany,Less than a Bachelors,1.0,Full-time Employment,59454.0,Europe
France,Master’s degree,13.0,Part-time Employment,66626.0,Europe
Serbia,Post grad,5.0,Full-time Employment,19824.0,Europe
Sweden,Master’s degree,2.0,Full-time Employment,36816.0,Europe
Bosnia and Herzegovina,Less than a Bachelors,5.0,Full-time Employment,46356.0,Europe
Italy,Post grad,20.0,Full-time Employment,43239.0,Europe
Poland,Master’s degree,5.0,Full-time Employment,48600.0,Europe
Sweden,Less than a Bachelors,10.0,Part-time Employment,20868.0,Europe
Germany,Less than a Bachelors,26.0,Full-time Employment,97288.0,Europe
Germany,Master’s degree,21.0,Full-time Employment,75669.0,Europe
Germany,Master’s degree,17.0,Full-time Employment,79993.0,Europe
Ireland,Bachelor’s degree,1.0,Part-time Employment,56874.0,Europe
Germany,Less than a Bachelors,3.0,Full-time Employment,32424.0,Europe
Germany,Bachelor’s degree,6.0,Full-time Employment,67452.0,Europe
Poland,Less than a Bachelors,6.0,Full-time Employment,60744.0,Europe
Germany,Bachelor’s degree,23.0,Full-time Employment,70264.0,Europe
France,Less than a Bachelors,5.0,Self-employed/Freelancer,155664.0,Europe
Belgium,Bachelor’s degree,10.0,Full-time Employment,45401.0,Europe
Poland,Less than a Bachelors,3.0,Self-employed/Freelancer,27336.0,Europe
Belgium,Bachelor’s degree,15.0,Self-employed/Freelancer,32424.0,Europe
Germany,Master’s degree,5.0,Full-time Employment,59454.0,Europe
Poland,Master’s degree,2.0,Full-time Employment,15192.0,Europe
Germany,Less than a Bachelors,7.0,Self-employed/Freelancer,56424.0,Europe
Sweden,Less than a Bachelors,15.0,Full-time Employment,67500.0,Europe
Ukraine,Master’s degree,6.0,Full-time Employment,48000.0,Europe
Denmark,Less than a Bachelors,24.0,Full-time Employment,69468.0,Europe
France,Master’s degree,17.0,Full-time Employment,34591.0,Europe
Germany,Master’s degree,6.0,Full-time Employment,58368.0,Europe
Germany,Master’s degree,8.0,Full-time Employment,64859.0,Europe
Belgium,Master’s degree,10.0,Full-time Employment,64860.0,Europe
Switzerland,Bachelor’s degree,6.0,Full-time Employment,106116.0,Europe
Italy,Master’s degree,3.0,Full-time Employment,44320.0,Europe
Norway,Master’s degree,15.0,Full-time Employment,118685.0,Europe
Poland,Master’s degree,3.0,Self-employed/Freelancer,63792.0,Europe
Portugal,Master’s degree,9.0,Full-time Employment,16860.0,Europe
Italy,Master’s degree,8.0,Full-time Employment,34591.0,Europe
France,Master’s degree,10.0,Full-time Employment,52968.0,Europe
Germany,Master’s degree,13.0,Full-time Employment,67021.0,Europe
Slovakia,Master’s degree,8.0,Full-time Employment,34969.0,Europe
Netherlands,Less than a Bachelors,13.0,Full-time Employment,95126.0,Europe
Poland,Master’s degree,4.0,Full-time Employment,48600.0,Europe
Finland,Less than a Bachelors,2.0,Full-time Employment,43344.0,Europe
Germany,Bachelor’s degree,6.0,Full-time Employment,72426.0,Europe
Austria,Bachelor’s degree,4.0,Full-time Employment,75669.0,Europe
Germany,Less than a Bachelors,6.0,Full-time Employment,67021.0,Europe
Germany,Master’s degree,8.0,Self-employed/Freelancer,155664.0,Europe
Netherlands,Bachelor’s degree,12.0,Full-time Employment,56211.0,Europe
Sweden,Bachelor’s degree,3.0,Full-time Employment,51552.0,Europe
Germany,Master’s degree,5.0,Full-time Employment,59454.0,Europe
Poland,Master’s degree,6.0,Full-time Employment,22776.0,Europe
Austria,Less than a Bachelors,9.0,Full-time Employment,75669.0,Europe
Switzerland,Master’s degree,9.0,Full-time Employment,121979.0,Europe
Austria,Bachelor’s degree,3.0,Part-time Employment,25944.0,Europe
Belgium,Bachelor’s degree,22.0,Full-time Employment,45396.0,Europe
Norway,Bachelor’s degree,1.0,Self-employed/Freelancer,51792.0,Europe
Sweden,Less than a Bachelors,5.0,Full-time Employment,61368.0,Europe
Bulgaria,Less than a Bachelors,4.0,Self-employed/Freelancer,66300.0,Europe
Poland,Less than a Bachelors,5.0,Self-employed/Freelancer,60744.0,Europe
Germany,Bachelor’s degree,4.0,Full-time Employment,57292.0,Europe
France,Master’s degree,7.0,Full-time Employment,106731.0,Europe
Norway,Less than a Bachelors,3.0,Full-time Employment,83079.0,Europe
Poland,Less than a Bachelors,2.0,Full-time Employment,34932.0,Europe
Germany,Bachelor’s degree,11.0,Full-time Employment,75669.0,Europe
Denmark,Bachelor’s degree,7.0,Full-time Employment,59052.0,Europe
Switzerland,Bachelor’s degree,8.0,Full-time Employment,73188.0,Europe
Germany,Master’s degree,24.0,Part-time Employment,25944.0,Europe
Switzerland,Less than a Bachelors,3.0,Full-time Employment,12804.0,Europe
Germany,Post grad,10.0,Full-time Employment,75669.0,Europe
Germany,Bachelor’s degree,2.0,Full-time Employment,45942.0,Europe
Sweden,Less than a Bachelors,11.0,Full-time Employment,54000.0,Europe
Sweden,Master’s degree,3.0,Self-employed/Freelancer,76700.0,Europe
Poland,Master’s degree,15.0,Full-time Employment,60750.0,Europe
Netherlands,Bachelor’s degree,15.0,Full-time Employment,74592.0,Europe
Belgium,Master’s degree,6.0,Full-time Employment,61616.0,Europe
Denmark,Less than a Bachelors,6.0,Full-time Employment,74676.0,Europe
Germany,Master’s degree,14.0,Full-time Employment,86478.0,Europe
Finland,Bachelor’s degree,3.0,Full-time Employment,41508.0,Europe
Norway,Post grad,11.0,Full-time Employment,91711.0,Europe
Netherlands,Bachelor’s degree,1.0,Part-time Employment,25944.0,Europe
Switzerland,Master’s degree,4.0,Full-time Employment,81319.0,Europe
Switzerland,Bachelor’s degree,7.0,Full-time Employment,91484.0,Europe
Norway,Master’s degree,5.0,Full-time Employment,64737.0,Europe
Germany,Master’s degree,22.0,Self-employed/Freelancer,94045.0,Europe
France,Bachelor’s degree,4.0,Full-time Employment,61616.0,Europe
Slovenia,Bachelor’s degree,7.0,Full-time Employment,35028.0,Europe
Poland,Bachelor’s degree,5.0,Full-time Employment,36444.0,Europe
Germany,Master’s degree,15.0,Part-time Employment,11676.0,Europe
Estonia,Bachelor’s degree,3.0,Full-time Employment,25944.0,Europe
Netherlands,Bachelor’s degree,26.0,Full-time Employment,64860.0,Europe
Germany,Bachelor’s degree,5.0,Full-time Employment,78371.0,Europe
Switzerland,Bachelor’s degree,7.0,Full-time Employment,104393.0,Europe
Portugal,Bachelor’s degree,1.0,Full-time Employment,14916.0,Europe
Germany,Master’s degree,15.0,Full-time Employment,97288.0,Europe
Netherlands,Bachelor’s degree,7.0,Full-time Employment,50157.0,Europe
Netherlands,Master’s degree,5.0,Part-time Employment,32450.0,Europe
Hungary,Master’s degree,15.0,Full-time Employment,153948.0,Europe
Slovenia,Master’s degree,22.0,Self-employed/Freelancer,62268.0,Europe
