Country,Education Level,Years of Experience,Employment,Salary,Continent
Chile,Master’s degree,7.0,Self-employed/Freelancer,16560.0,South America
Brazil,Less than a Bachelors,6.0,Full-time Employment,57600.0,South America
Brazil,Less than a Bachelors,3.0,Full-time Employment,12096.0,South America
Brazil,Bachelor’s degree,5.0,Self-employed/Freelancer,72000.0,South America
Brazil,Less than a Bachelors,3.0,Full-time Employment,10995.0,South America
Brazil,Bachelor’s degree,37.0,Self-employed/Freelancer,32988.0,South America
Brazil,Bachelor’s degree,6.0,Full-time Employment,200000.0,South America
Brazil,Bachelor’s degree,9.0,Full-time Employment,24744.0,South America
Brazil,Bachelor’s degree,4.0,Full-time Employment,21996.0,South America
Argentina,Less than a Bachelors,2.0,Part-time Employment,11676.0,South America
Uruguay,Bachelor’s degree,2.0,Full-time Employment,14184.0,South America
Argentina,Master’s degree,20.0,Full-time Employment,40872.0,South America
Brazil,Bachelor’s degree,5.0,Self-employed/Freelancer,43980.0,South America
Brazil,Bachelor’s degree,9.0,Self-employed/Freelancer,82464.0,South America
Brazil,Less than a Bachelors,2.0,Full-time Employment,10440.0,South America
Brazil,Bachelor’s degree,4.0,Full-time Employment,15120.0,South America
Colombia,Master’s degree,3.0,Self-employed/Freelancer,10596.0,South America
Brazil,Bachelor’s degree,5.0,Full-time Employment,13740.0,South America
Brazil,Master’s degree,10.0,Full-time Employment,10992.0,South America
Brazil,Less than a Bachelors,3.0,Full-time Employment,41232.0,South America
Colombia,Less than a Bachelors,3.0,Part-time Employment,10596.0,South America
Brazil,Bachelor’s degree,8.0,Full-time Employment,16488.0,South America
Brazil,Bachelor’s degree,2.0,Full-time Employment,12924.0,South America
Colombia,Bachelor’s degree,4.0,Full-time Employment,23304.0,South America
Peru,Bachelor’s degree,6.0,Full-time Employment,19860.0,South America
Brazil,Master’s degree,10.0,Full-time Employment,27488.0,South America
Brazil,Less than a Bachelors,3.0,Full-time Employment,12372.0,South America
Brazil,Less than a Bachelors,15.0,Self-employed/Freelancer,26112.0,South America
Argentina,Master’s degree,13.0,Full-time Employment,150000.0,South America
Brazil,Less than a Bachelors,2.0,Full-time Employment,19236.0,South America
Chile,Bachelor’s degree,10.0,Full-time Employment,28098.0,South America
Brazil,Bachelor’s degree,11.0,Self-employed/Freelancer,120948.0,South America
Brazil,Less than a Bachelors,2.0,Full-time Employment,14889.0,South America
Argentina,Bachelor’s degree,8.0,Full-time Employment,36948.0,South America
Brazil,Bachelor’s degree,10.0,Full-time Employment,30000.0,South America
Argentina,Less than a Bachelors,1.0,Self-employed/Freelancer,36000.0,South America
Peru,Bachelor’s degree,4.0,Full-time Employment,42000.0,South America
Bolivia,Less than a Bachelors,4.0,Self-employed/Freelancer,18228.0,South America
Chile,Post grad,2.0,Full-time Employment,27096.0,South America
Brazil,Less than a Bachelors,5.0,Full-time Employment,43980.0,South America
Brazil,Less than a Bachelors,20.0,Full-time Employment,32988.0,South America
Brazil,Bachelor’s degree,13.0,Full-time Employment,27488.0,South America
Brazil,Bachelor’s degree,4.0,Full-time Employment,19236.0,South America
Argentina,Less than a Bachelors,11.0,Full-time Employment,97308.0,South America
Brazil,Less than a Bachelors,2.0,Full-time Employment,10440.0,South America
Brazil,Bachelor’s degree,10.0,Full-time Employment,19512.0,South America
Brazil,Bachelor’s degree,5.0,Full-time Employment,38484.0,South America
Brazil,Bachelor’s degree,7.0,Full-time Employment,85494.0,South America
Peru,Less than a Bachelors,9.0,Full-time Employment,21288.0,South America
Brazil,Master’s degree,3.0,Full-time Employment,11544.0,South America
Brazil,Master’s degree,10.0,Self-employed/Freelancer,54972.0,South America
Colombia,Bachelor’s degree,10.0,Self-employed/Freelancer,150000.0,South America
Brazil,Less than a Bachelors,28.0,Full-time Employment,60480.0,South America
Brazil,Less than a Bachelors,2.0,Full-time Employment,14628.0,South America
Brazil,Bachelor’s degree,20.0,Full-time Employment,41232.0,South America
Brazil,Bachelor’s degree,6.0,Full-time Employment,41232.0,South America
Brazil,Less than a Bachelors,5.0,Full-time Employment,49476.0,South America
Brazil,Bachelor’s degree,11.0,Self-employed/Freelancer,37104.0,South America
Bolivia,Less than a Bachelors,6.0,Full-time Employment,12144.0,South America
Brazil,Bachelor’s degree,3.0,Full-time Employment,22260.0,South America
Brazil,Bachelor’s degree,10.0,Full-time Employment,41232.0,South America
Brazil,Bachelor’s degree,9.0,Full-time Employment,10992.0,South America
Brazil,Bachelor’s degree,3.0,Full-time Employment,35048.0,South America
Peru,Bachelor’s degree,3.0,Full-time Employment,30000.0,South America
Brazil,Bachelor’s degree,7.0,Full-time Employment,17868.0,South America
Brazil,Bachelor’s degree,0.5,Full-time Employment,17040.0,South America
Brazil,Less than a Bachelors,2.0,Full-time Employment,10440.0,South America
Brazil,Bachelor’s degree,10.0,Full-time Employment,30240.0,South America
Brazil,Less than a Bachelors,3.0,Full-time Employment,24744.0,South America
Brazil,Bachelor’s degree,14.0,Self-employed/Freelancer,74400.0,South America
Brazil,Master’s degree,5.0,Full-time Employment,30240.0,South America
Brazil,Master’s degree,16.0,Full-time Employment,38484.0,South America
Brazil,Bachelor’s degree,0.5,Full-time Employment,12372.0,South America
Brazil,Bachelor’s degree,2.0,Full-time Employment,13740.0,South America
Brazil,Less than a Bachelors,7.0,Full-time Employment,24744.0,South America
Brazil,Bachelor’s degree,11.0,Full-time Employment,21996.0,South America
Argentina,Less than a Bachelors,7.0,Full-time Employment,60000.0,South America
Uruguay,Bachelor’s degree,17.0,Full-time Employment,63048.0,South America
Argentina,Less than a Bachelors,22.0,Full-time Employment,42816.0,South America
Brazil,Bachelor’s degree,3.0,Full-time Employment,27492.0,South America
Peru,Less than a Bachelors,0.5,Full-time Employment,14400.0,South America
Colombia,Less than a Bachelors,8.0,Full-time Employment,33552.0,South America
Argentina,Less than a Bachelors,1.0,Full-time Employment,29196.0,South America
Peru,Master’s degree,15.0,Full-time Employment,36180.0,South America
Brazil,Bachelor’s degree,4.0,Full-time Employment,27492.0,South America
Argentina,Less than a Bachelors,15.0,Part-time Employment,58392.0,South America
Brazil,Less than a Bachelors,0.5,Self-employed/Freelancer,19236.0,South America
Brazil,Bachelor’s degree,3.0,Full-time Employment,13464.0,South America
Colombia,Master’s degree,15.0,Full-time Employment,18720.0,South America
Brazil,Bachelor’s degree,10.0,Full-time Employment,12648.0,South America
Brazil,Less than a Bachelors,30.0,Self-employed/Freelancer,96204.0,South America
Bolivia,Bachelor’s degree,3.0,Full-time Employment,18000.0,South America
Chile,Less than a Bachelors,0.5,Self-employed/Freelancer,15960.0,South America
Brazil,Less than a Bachelors,4.0,Full-time Employment,19236.0,South America
Brazil,Bachelor’s degree,0.5,Part-time Employment,10992.0,South America
Argentina,Less than a Bachelors,4.0,Full-time Employment,25296.0,South America
Brazil,Bachelor’s degree,3.0,Full-time Employment,34360.0,South America
Brazil,Bachelor’s degree,9.0,Full-time Employment,16080.0,South America
Brazil,Less than a Bachelors,12.0,Full-time Employment,21996.0,South America
Peru,Bachelor’s degree,3.0,Full-time Employment,19512.0,South America
Brazil,Less than a Bachelors,7.0,Full-time Employment,80000.0,South America
Colombia,Bachelor’s degree,17.0,Full-time Employment,38136.0,South America
Brazil,Less than a Bachelors,3.0,Full-time Employment,13740.0,South America
Colombia,Bachelor’s degree,10.0,Full-time Employment,26532.0,South America
Colombia,Post grad,7.0,Full-time Employment,52968.0,South America
Ecuador,Bachelor’s degree,23.0,Full-time Employment,31128.0,South America
Brazil,Bachelor’s degree,4.0,Full-time Employment,10992.0,South America
Colombia,Less than a Bachelors,3.0,Self-employed/Freelancer,15000.0,South America
Brazil,Master’s degree,3.0,Full-time Employment,13740.0,South America
Argentina,Less than a Bachelors,2.0,Full-time Employment,14400.0,South America
Brazil,Master’s degree,12.0,Part-time Employment,10992.0,South America
Uruguay,Less than a Bachelors,16.0,Full-time Employment,38400.0,South America
Brazil,Less than a Bachelors,4.0,Self-employed/Freelancer,43980.0,South America
Brazil,Master’s degree,17.0,Full-time Employment,41232.0,South America
Brazil,Bachelor’s degree,12.0,Full-time Employment,49476.0,South America
Brazil,Bachelor’s degree,13.0,Full-time Employment,43500.0,South America
Brazil,Bachelor’s degree,20.0,Full-time Employment,57267.0,South America
Brazil,Less than a Bachelors,10.0,Full-time Employment,19242.0,South America
Brazil,Post grad,15.0,Full-time Employment,54972.0,South America
Argentina,Less than a Bachelors,14.0,Full-time Employment,19464.0,South America
Brazil,Bachelor’s degree,13.0,Self-employed/Freelancer,145692.0,South America
Brazil,Less than a Bachelors,3.0,Full-time Employment,10992.0,South America
Brazil,Bachelor’s degree,8.0,Full-time Employment,23364.0,South America
Brazil,Bachelor’s degree,4.0,Full-time Employment,18696.0,South America
Brazil,Bachelor’s degree,21.0,Self-employed/Freelancer,34360.0,South America
Brazil,Post grad,28.0,Full-time Employment,21996.0,South America
Brazil,Master’s degree,13.0,Full-time Employment,76968.0,South America
Brazil,Bachelor’s degree,23.0,Full-time Employment,35736.0,South America
Brazil,Less than a Bachelors,9.0,Full-time Employment,38484.0,South America
Brazil,Less than a Bachelors,6.0,Full-time Employment,19788.0,South America
Brazil,Post grad,11.0,Full-time Employment,35184.0,South America
Argentina,Post grad,22.0,Full-time Employment,60000.0,South America
Brazil,Bachelor’s degree,9.0,Full-time Employment,13740.0,South America
Brazil,Bachelor’s degree,2.0,Full-time Employment,74220.0,South America
Brazil,Bachelor’s degree,23.0,Full-time Employment,15120.0,South America
Brazil,Master’s degree,3.0,Self-employed/Freelancer,78000.0,South America
Brazil,Bachelor’s degree,10.0,Full-time Employment,34356.0,South America
Brazil,Bachelor’s degree,4.0,Full-time Employment,41232.0,South America
Brazil,Bachelor’s degree,3.0,Full-time Employment,10992.0,South America
Brazil,Bachelor’s degree,9.0,Full-time Employment,13200.0,South America
Brazil,Less than a Bachelors,7.0,Full-time Employment,11544.0,South America
Brazil,Bachelor’s degree,10.0,Full-time Employment,38683.0,South America
Brazil,Master’s degree,3.0,Full-time Employment,13740.0,South America
Brazil,Bachelor’s degree,18.0,Full-time Employment,14160.0,South America
Brazil,Bachelor’s degree,15.0,Full-time Employment,27492.0,South America
Paraguay,Less than a Bachelors,6.0,Full-time Employment,15072.0,South America
Brazil,Less than a Bachelors,10.0,Full-time Employment,30240.0,South America
Brazil,Bachelor’s degree,6.0,Self-employed/Freelancer,57250.0,South America
Ecuador,Bachelor’s degree,36.0,Full-time Employment,54000.0,South America
Brazil,Bachelor’s degree,4.0,Full-time Employment,19236.0,South America
Brazil,Bachelor’s degree,2.0,Self-employed/Freelancer,15120.0,South America
Brazil,Bachelor’s degree,2.0,Full-time Employment,16488.0,South America
Brazil,Bachelor’s degree,11.0,Full-time Employment,82464.0,South America
Brazil,Bachelor’s degree,4.0,Full-time Employment,23088.0,South America
Brazil,Bachelor’s degree,9.0,Full-time Employment,33480.0,South America
Brazil,Bachelor’s degree,8.0,Full-time Employment,91628.0,South America
Chile,Post grad,4.0,Full-time Employment,51180.0,South America
Brazil,Master’s degree,3.0,Full-time Employment,20502.0,South America
Brazil,Bachelor’s degree,13.0,Full-time Employment,72000.0,South America
Brazil,Post grad,20.0,Self-employed/Freelancer,19236.0,South America
Chile,Bachelor’s degree,0.5,Full-time Employment,24084.0,South America
Brazil,Bachelor’s degree,17.0,Full-time Employment,20064.0,South America
Argentina,Less than a Bachelors,13.0,Full-time Employment,97313.0,South America
Brazil,Bachelor’s degree,2.0,Full-time Employment,17868.0,South America
Brazil,Bachelor’s degree,10.0,Full-time Employment,19236.0,South America
Brazil,Less than a Bachelors,14.0,Self-employed/Freelancer,54972.0,South America
Uruguay,Bachelor’s degree,7.0,Full-time Employment,38460.0,South America
Chile,Bachelor’s degree,5.0,Full-time Employment,30108.0,South America
Brazil,Bachelor’s degree,21.0,Full-time Employment,69637.0,South America
Brazil,Bachelor’s degree,8.0,Full-time Employment,22188.0,South America
Brazil,Bachelor’s degree,20.0,Full-time Employment,39852.0,South America
Brazil,Less than a Bachelors,2.0,Full-time Employment,12372.0,South America
Brazil,Bachelor’s degree,7.0,Full-time Employment,68724.0,South America
Colombia,Post grad,8.0,Full-time Employment,24000.0,South America
Brazil,Bachelor’s degree,4.0,Self-employed/Freelancer,23088.0,South America
Brazil,Less than a Bachelors,20.0,Full-time Employment,74220.0,South America
Brazil,Bachelor’s degree,15.0,Self-employed/Freelancer,16488.0,South America
Brazil,Bachelor’s degree,11.0,Full-time Employment,24732.0,South America
Argentina,Less than a Bachelors,4.0,Full-time Employment,25296.0,South America
Brazil,Master’s degree,14.0,Full-time Employment,27492.0,South America
Argentina,Less than a Bachelors,7.0,Full-time Employment,13428.0,South America
Brazil,Bachelor’s degree,8.0,Full-time Employment,25560.0,South America
Brazil,Less than a Bachelors,3.0,Full-time Employment,12096.0,South America
Brazil,Bachelor’s degree,9.0,Full-time Employment,30240.0,South America
Brazil,Less than a Bachelors,13.0,Full-time Employment,31608.0,South America
Brazil,Post grad,23.0,Self-employed/Freelancer,19236.0,South America
Paraguay,Master’s degree,12.0,Full-time Employment,150000.0,South America
Brazil,Bachelor’s degree,4.0,Full-time Employment,19236.0,South America
Chile,Less than a Bachelors,27.0,Self-employed/Freelancer,45156.0,South America
Colombia,Bachelor’s degree,3.0,Full-time Employment,27540.0,South America
Brazil,Bachelor’s degree,6.0,Full-time Employment,17868.0,South America
Brazil,Bachelor’s degree,3.0,Full-time Employment,10992.0,South America
Brazil,Master’s degree,14.0,Full-time Employment,57267.0,South America
Brazil,Bachelor’s degree,21.0,Self-employed/Freelancer,68721.0,South America
Brazil,Bachelor’s degree,2.0,Full-time Employment,10992.0,South America
Brazil,Post grad,21.0,Full-time Employment,43980.0,South America
Argentina,Less than a Bachelors,13.0,Full-time Employment,116772.0,South America
Chile,Bachelor’s degree,20.0,Self-employed/Freelancer,30108.0,South America
Brazil,Less than a Bachelors,2.0,Full-time Employment,13740.0,South America
Argentina,Less than a Bachelors,0.5,Full-time Employment,15960.0,South America
Brazil,Master’s degree,2.0,Full-time Employment,16035.0,South America
Bolivia,Bachelor’s degree,15.0,Part-time Employment,34700.0,South America
Brazil,Bachelor’s degree,15.0,Full-time Employment,56122.0,South America
Peru,Post grad,11.0,Full-time Employment,21288.0,South America
Ecuador,Master’s degree,10.0,Full-time Employment,25800.0,South America
Colombia,Bachelor’s degree,16.0,Full-time Employment,69183.0,South America
Argentina,Less than a Bachelors,13.0,Self-employed/Freelancer,19464.0,South America
Argentina,Less than a Bachelors,25.0,Self-employed/Freelancer,120000.0,South America
Uruguay,Post grad,10.0,Full-time Employment,47292.0,South America
Paraguay,Bachelor’s degree,20.0,Full-time Employment,45968.0,South America
Brazil,Less than a Bachelors,7.0,Self-employed/Freelancer,13740.0,South America
Argentina,Master’s degree,12.0,Full-time Employment,36000.0,South America
Peru,Post grad,8.0,Full-time Employment,14184.0,South America
Chile,Master’s degree,6.0,Full-time Employment,25944.0,South America
Argentina,Less than a Bachelors,11.0,Full-time Employment,240000.0,South America
Argentina,Bachelor’s degree,4.0,Self-employed/Freelancer,10950.0,South America
Brazil,Bachelor’s degree,20.0,Full-time Employment,38484.0,South America
Brazil,Bachelor’s degree,13.0,Full-time Employment,27492.0,South America
Brazil,Bachelor’s degree,5.0,Full-time Employment,21996.0,South America
Argentina,Bachelor’s degree,5.0,Full-time Employment,23352.0,South America
Argentina,Less than a Bachelors,8.0,Full-time Employment,116772.0,South America
Brazil,Bachelor’s degree,7.0,Full-time Employment,27492.0,South America
Argentina,Bachelor’s degree,1.0,Full-time Employment,25950.0,South America
Brazil,Master’s degree,10.0,Full-time Employment,114534.0,South America
Brazil,Bachelor’s degree,3.0,Full-time Employment,14844.0,South America
Argentina,Bachelor’s degree,15.0,Full-time Employment,60000.0,South America
Argentina,Bachelor’s degree,16.0,Full-time Employment,106212.0,South America
Brazil,Bachelor’s degree,8.0,Full-time Employment,15396.0,South America
Brazil,Less than a Bachelors,15.0,Full-time Employment,30240.0,South America
Brazil,Bachelor’s degree,1.0,Full-time Employment,13200.0,South America
Brazil,Less than a Bachelors,3.0,Full-time Employment,17040.0,South America
Argentina,Less than a Bachelors,2.0,Full-time Employment,19464.0,South America
Argentina,Less than a Bachelors,30.0,Full-time Employment,24324.0,South America
Chile,Bachelor’s degree,6.0,Full-time Employment,37632.0,South America
Colombia,Bachelor’s degree,9.0,Full-time Employment,56496.0,South America
Argentina,Less than a Bachelors,7.0,Full-time Employment,58188.0,South America
Chile,Bachelor’s degree,2.0,Full-time Employment,30108.0,South America
Argentina,Less than a Bachelors,2.0,Full-time Employment,13620.0,South America
Brazil,Bachelor’s degree,3.0,Full-time Employment,27492.0,South America
Brazil,Bachelor’s degree,20.0,Full-time Employment,38942.0,South America
Brazil,Less than a Bachelors,3.0,Full-time Employment,21996.0,South America
Colombia,Less than a Bachelors,9.0,Full-time Employment,40608.0,South America
Argentina,Bachelor’s degree,2.0,Full-time Employment,37200.0,South America
Brazil,Bachelor’s degree,12.0,Self-employed/Freelancer,54972.0,South America
Brazil,Bachelor’s degree,18.0,Self-employed/Freelancer,82464.0,South America
Argentina,Less than a Bachelors,6.0,Full-time Employment,38400.0,South America
Brazil,Less than a Bachelors,30.0,Full-time Employment,19236.0,South America
Brazil,Bachelor’s degree,4.0,Full-time Employment,23364.0,South America
Brazil,Bachelor’s degree,18.0,Self-employed/Freelancer,20616.0,South America
Colombia,Less than a Bachelors,0.5,Full-time Employment,15888.0,South America
Brazil,Less than a Bachelors,20.0,Full-time Employment,35736.0,South America
Brazil,Less than a Bachelors,15.0,Full-time Employment,15120.0,South America
Brazil,Bachelor’s degree,22.0,Full-time Employment,31752.0,South America
Brazil,Master’s degree,11.0,Full-time Employment,20616.0,South America
Argentina,Bachelor’s degree,2.0,Full-time Employment,16548.0,South America
Argentina,Bachelor’s degree,22.0,Self-employed/Freelancer,75600.0,South America
Argentina,Bachelor’s degree,25.0,Self-employed/Freelancer,97308.0,South America
Argentina,Post grad,16.0,Part-time Employment,15576.0,South America
Argentina,Less than a Bachelors,3.0,Part-time Employment,28224.0,South America
Brazil,Bachelor’s degree,12.0,Full-time Employment,32988.0,South America
Brazil,Bachelor’s degree,8.0,Full-time Employment,23364.0,South America
Colombia,Less than a Bachelors,25.0,Full-time Employment,10596.0,South America
Colombia,Master’s degree,3.0,Full-time Employment,28248.0,South America
Brazil,Bachelor’s degree,3.0,Full-time Employment,27492.0,South America
Argentina,Less than a Bachelors,4.0,Self-employed/Freelancer,25000.0,South America
Chile,Master’s degree,20.0,Full-time Employment,95000.0,South America
Brazil,Less than a Bachelors,8.0,Full-time Employment,26112.0,South America
Colombia,Bachelor’s degree,5.0,Full-time Employment,17652.0,South America
Brazil,Master’s degree,1.0,Full-time Employment,24744.0,South America
Brazil,Master’s degree,13.0,Full-time Employment,71472.0,South America
Chile,Bachelor’s degree,9.0,Self-employed/Freelancer,12000.0,South America
Ecuador,Master’s degree,8.0,Full-time Employment,28800.0,South America
Brazil,Bachelor’s degree,15.0,Full-time Employment,13740.0,South America
Brazil,Less than a Bachelors,14.0,Full-time Employment,22536.0,South America
Argentina,Bachelor’s degree,8.0,Full-time Employment,46800.0,South America
Chile,Less than a Bachelors,9.0,Full-time Employment,27096.0,South America
Chile,Post grad,31.0,Self-employed/Freelancer,172000.0,South America
Paraguay,Master’s degree,20.0,Self-employed/Freelancer,200000.0,South America
Ecuador,Less than a Bachelors,4.0,Full-time Employment,12000.0,South America
Brazil,Less than a Bachelors,2.0,Full-time Employment,19927.0,South America
Brazil,Bachelor’s degree,14.0,Full-time Employment,42378.0,South America
Brazil,Master’s degree,12.0,Self-employed/Freelancer,24744.0,South America
Chile,Master’s degree,15.0,Full-time Employment,37632.0,South America
Ecuador,Bachelor’s degree,3.0,Full-time Employment,14112.0,South America
Brazil,Bachelor’s degree,15.0,Full-time Employment,91628.0,South America
Brazil,Less than a Bachelors,3.0,Full-time Employment,20616.0,South America
Brazil,Bachelor’s degree,16.0,Full-time Employment,41232.0,South America
Brazil,Master’s degree,15.0,Full-time Employment,27492.0,South America
Colombia,Bachelor’s degree,11.0,Full-time Employment,10944.0,South America
Argentina,Master’s degree,32.0,Full-time Employment,38928.0,South America
Brazil,Master’s degree,19.0,Full-time Employment,24744.0,South America
Colombia,Post grad,3.0,Full-time Employment,13416.0,South America
Colombia,Bachelor’s degree,17.0,Full-time Employment,17652.0,South America
Brazil,Less than a Bachelors,20.0,Full-time Employment,30240.0,South America
Brazil,Bachelor’s degree,15.0,Full-time Employment,41232.0,South America
Colombia,Bachelor’s degree,2.0,Full-time Employment,35316.0,South America
Brazil,Bachelor’s degree,7.0,Full-time Employment,10992.0,South America
Argentina,Master’s degree,5.0,Full-time Employment,50400.0,South America
Chile,Master’s degree,9.0,Full-time Employment,22584.0,South America
Brazil,Bachelor’s degree,10.0,Full-time Employment,32988.0,South America
Brazil,Bachelor’s degree,10.0,Full-time Employment,24744.0,South America
Brazil,Bachelor’s degree,4.0,Full-time Employment,27488.0,South America
Brazil,Bachelor’s degree,25.0,Full-time Employment,32988.0,South America
Argentina,Less than a Bachelors,2.0,Self-employed/Freelancer,17520.0,South America
Brazil,Bachelor’s degree,11.0,Full-time Employment,21996.0,South America
Brazil,Less than a Bachelors,7.0,Full-time Employment,24744.0,South America
Argentina,Less than a Bachelors,12.0,Full-time Employment,29196.0,South America
Brazil,Bachelor’s degree,11.0,Full-time Employment,52224.0,South America
Chile,Less than a Bachelors,3.0,Self-employed/Freelancer,82788.0,South America
Argentina,Less than a Bachelors,32.0,Full-time Employment,31140.0,South America
Chile,Master’s degree,0.5,Full-time Employment,30108.0,South America
Brazil,Post grad,4.0,Self-employed/Freelancer,27492.0,South America
Brazil,Bachelor’s degree,5.0,Full-time Employment,114534.0,South America
Argentina,Bachelor’s degree,1.0,Full-time Employment,29196.0,South America
Peru,Less than a Bachelors,3.0,Self-employed/Freelancer,10000.0,South America
Argentina,Less than a Bachelors,14.0,Self-employed/Freelancer,19464.0,South America
Uruguay,Less than a Bachelors,0.5,Full-time Employment,12000.0,South America
Argentina,Master’s degree,8.0,Self-employed/Freelancer,48000.0,South America
Brazil,Bachelor’s degree,10.0,Full-time Employment,13740.0,South America
Brazil,Bachelor’s degree,27.0,Full-time Employment,21996.0,South America
Argentina,Bachelor’s degree,10.0,Self-employed/Freelancer,35028.0,South America
Brazil,Master’s degree,13.0,Full-time Employment,27492.0,South America
Brazil,Bachelor’s degree,3.0,Full-time Employment,17868.0,South America
Chile,Bachelor’s degree,11.0,Full-time Employment,75264.0,South America
Brazil,Bachelor’s degree,5.0,Full-time Employment,16488.0,South America
Uruguay,Less than a Bachelors,3.0,Full-time Employment,30800.0,South America
Argentina,Less than a Bachelors,4.0,Full-time Employment,20436.0,South America
Colombia,Master’s degree,10.0,Full-time Employment,50028.0,South America
Brazil,Bachelor’s degree,2.0,Full-time Employment,23364.0,South America
Brazil,Master’s degree,10.0,Full-time Employment,30240.0,South America
Chile,Post grad,1.0,Self-employed/Freelancer,22000.0,South America
Ecuador,Bachelor’s degree,22.0,Full-time Employment,100000.0,South America
Brazil,Less than a Bachelors,3.0,Full-time Employment,24744.0,South America
Ecuador,Bachelor’s degree,19.0,Full-time Employment,45600.0,South America
Brazil,Less than a Bachelors,10.0,Full-time Employment,10992.0,South America
Brazil,Bachelor’s degree,3.0,Full-time Employment,16488.0,South America
Brazil,Bachelor’s degree,1.0,Full-time Employment,16488.0,South America
Brazil,Bachelor’s degree,13.0,Full-time Employment,81682.0,South America
Brazil,Bachelor’s degree,7.0,Full-time Employment,52224.0,South America
Brazil,Master’s degree,9.0,Full-time Employment,20616.0,South America
Brazil,Post grad,5.0,Full-time Employment,21996.0,South America
Brazil,Master’s degree,3.0,Full-time Employment,16488.0,South America
Brazil,Bachelor’s degree,4.0,Full-time Employment,34776.0,South America
Brazil,Master’s degree,7.0,Full-time Employment,49476.0,South America
Argentina,Less than a Bachelors,6.0,Full-time Employment,60000.0,South America
Paraguay,Less than a Bachelors,5.0,Full-time Employment,10116.0,South America
Brazil,Less than a Bachelors,3.0,Full-time Employment,32986.0,South America
Brazil,Bachelor’s degree,12.0,Full-time Employment,27492.0,South America
Brazil,Less than a Bachelors,10.0,Full-time Employment,38484.0,South America
Brazil,Master’s degree,6.0,Self-employed/Freelancer,38484.0,South America
Chile,Less than a Bachelors,24.0,Self-employed/Freelancer,70000.0,South America
Brazil,Less than a Bachelors,5.0,Full-time Employment,10992.0,South America
Brazil,Bachelor’s degree,2.0,Full-time Employment,38484.0,South America
Argentina,Less than a Bachelors,20.0,Part-time Employment,48660.0,South America
Brazil,Less than a Bachelors,11.0,Full-time Employment,41232.0,South America
Brazil,Bachelor’s degree,5.0,Full-time Employment,10440.0,South America
Argentina,Less than a Bachelors,0.5,Self-employed/Freelancer,13620.0,South America
Colombia,Less than a Bachelors,22.0,Full-time Employment,22956.0,South America
Chile,Bachelor’s degree,2.0,Full-time Employment,25584.0,South America
Argentina,Less than a Bachelors,13.0,Full-time Employment,21600.0,South America
Brazil,Less than a Bachelors,28.0,Full-time Employment,54972.0,South America
Brazil,Bachelor’s degree,8.0,Full-time Employment,30240.0,South America
Uruguay,Post grad,12.0,Self-employed/Freelancer,48000.0,South America
Peru,Bachelor’s degree,10.0,Full-time Employment,39908.0,South America
Paraguay,Less than a Bachelors,15.0,Full-time Employment,18384.0,South America
Brazil,Bachelor’s degree,3.0,Full-time Employment,27492.0,South America
Chile,Less than a Bachelors,8.0,Full-time Employment,12048.0,South America
Uruguay,Less than a Bachelors,5.0,Full-time Employment,28368.0,South America
Chile,Bachelor’s degree,3.0,Full-time Employment,11431.0,South America
Peru,Post grad,4.0,Full-time Employment,15564.0,South America
Brazil,Bachelor’s degree,15.0,Full-time Employment,38484.0,South America
Brazil,Bachelor’s degree,20.0,Full-time Employment,27492.0,South America
Brazil,Bachelor’s degree,6.0,Full-time Employment,54972.0,South America
Brazil,Less than a Bachelors,14.0,Full-time Employment,30240.0,South America
Brazil,Bachelor’s degree,4.0,Full-time Employment,21996.0,South America
Brazil,Master’s degree,9.0,Full-time Employment,32988.0,South America
Brazil,Bachelor’s degree,5.0,Self-employed/Freelancer,18972.0,South America
Brazil,Bachelor’s degree,3.0,Full-time Employment,16488.0,South America
Colombia,Less than a Bachelors,5.0,Full-time Employment,120000.0,South America
Brazil,Bachelor’s degree,12.0,Full-time Employment,13740.0,South America
Brazil,Master’s degree,4.0,Full-time Employment,16488.0,South America
Brazil,Bachelor’s degree,6.0,Full-time Employment,21996.0,South America
Brazil,Less than a Bachelors,5.0,Full-time Employment,14844.0,South America
Brazil,Bachelor’s degree,25.0,Full-time Employment,32988.0,South America
Brazil,Less than a Bachelors,11.0,Full-time Employment,23364.0,South America
Brazil,Bachelor’s degree,2.0,Full-time Employment,13744.0,South America
Brazil,Master’s degree,5.0,Full-time Employment,21996.0,South America
Argentina,Less than a Bachelors,4.0,Full-time Employment,23352.0,South America
Brazil,Less than a Bachelors,25.0,Full-time Employment,17868.0,South America
Brazil,Master’s degree,19.0,Full-time Employment,96209.0,South America
Argentina,Master’s degree,7.0,Self-employed/Freelancer,26400.0,South America
Argentina,Post grad,18.0,Full-time Employment,97308.0,South America
Brazil,Bachelor’s degree,6.0,Full-time Employment,31608.0,South America
Colombia,Less than a Bachelors,17.0,Full-time Employment,42372.0,South America
Brazil,Master’s degree,12.0,Full-time Employment,71472.0,South America
Argentina,Less than a Bachelors,0.5,Full-time Employment,10116.0,South America
Brazil,Bachelor’s degree,10.0,Self-employed/Freelancer,41232.0,South America
Brazil,Bachelor’s degree,7.0,Full-time Employment,30000.0,South America
Brazil,Less than a Bachelors,4.0,Part-time Employment,24744.0,South America
Brazil,Less than a Bachelors,5.0,Full-time Employment,54972.0,South America
